name,photo_1,description_long,description_short,neighborhood,source1,source2,source_article1,source_article2,category,picture_cred
El Metate,https://elmetatesf.com/wp-content/uploads/2022/08/diningroom1.jpg,"Heftiness is a crucial trait when it comes to burritos. But El Metate serves ‘em up longer and thinner, and they’re still delicious, so maybe the importance of heft is given too much credit. This is a good place to get a vegetarian burrito filled with rice, beans, salsa fresca, and sauteed zucchini, carrots, cabbage, and broccoli (obviously make it super with guac, cheese, and sour cream). It’s also a good place to try something new—in addition to traditional burritos, there are a slew of not-so-traditional burritos, like a chicken milanese (pan-fried chicken breast with Mexican spices), bistec a la Mexicana (steak with sauteed onions, peppers, and tomatoes), and chile Colorado (steak and potatoes in a dry red pepper sauce).",Taqueria,Mission,Thrillist,,The 10 Best Mission-Style Burritos in San Francisco,,food,

Taqueria La Cumbre,https://missionloca.s3.amazonaws.com/mission/wp-content/uploads/2015/07/la-cumbre-exterior.jpg,"The owners of this taqueria claim it as the “birthplace” of the Mission-style burrito (in 1969), and it is traditionally the taqueria that gets the credit for that, which makes it a bit of an SF institution. The thing to order here is a grilled chicken burrito, which comes stuffed to the gills like all of their other burritos, but sets itself apart because the chicken is grilled, not griddled. You can even be super Californian and get it in a sun-dried tomato tortilla.",Taqueria,Mission ,Thrillist,,The 10 Best Mission-Style Burritos in San Francisco,,food,

El Farolito,https://elfarolitosf.com/wp-content/uploads/2018/08/el-farolito-outside.jpg,"El Farolito’s burrito is one that people have strong feelings about, in that they believe it’s the best you’ll find in town. Regardless of whether you agree with that, there is one thing that is undeniable: El Farolito’s burritos are the biggest you’ll find in SF, and possibly in all of the world. The carnitas or carne asada are great options for the meat, as is the lengua (tongue) for more adventurous eaters. It’s also worth noting that El Farolito has three locations in the Mission—all within a stone’s throw of each other, all just as good as the others, and all open late for a post-bar second dinner. ",Taqueria,Mission,Thrillist,,The 10 Best Mission-Style Burritos in San Francisco,,food,

Taqueria Cancun,https://cdn.vox-cdn.com/thumbor/I_jcacFfStBDhW0Cbjw2jfCi8Go=/0x0:4032x3024/1200x0/filters:focal(0x0:4032x3024):no_upscale()/cdn.vox-cdn.com/uploads/chorus_asset/file/24566694/Taqueria_Cancun_exterior.jpg,"When it comes to a no-frills taqueria that you can depend on, look no further than Cancun. Here, you’ll want to get your burrito with al pastor that’s marinated and cooked to tender perfection. If you have a supersized appetite, try the burrito mojado that’s stuffed with choice of meat, rice, beans, onions, cilantro, and salsa then topped with enchilada sauce, green sauce, melted cheese, sour cream, and Mexican salsa—you’ll obviously need utensils for this one.",Taqueria,Mission,Thrillist,,The 10 Best Mission-Style Burritos in San Francisco,,food,

620 Jones,https://assets3.thrillist.com/v1/image/3144738/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"620 Jones is home to SF’s biggest rooftop bar and lounge, which means there’s a better chance you and your group will be able to snag a table. Just keep in mind that even though the outdoor area is technically on a rooftop, it’s more of a patio one-story above street level in a pretty dense part of town, so you’re not getting incredible city views, although it is beautifully landscaped with lots of hummingbirds to admire. In the days of yore, Jones was a hot spot for people looking to grab a drink after a long day at the office, which meant it could be hard to snag a table. But since most everyone works from home now, you can actually enjoy the weekday happy hour (4 pm to 6 pm) somewhat stress- and crowd-free, which is what happy hour is all about! There’s also a popular weekend brunch with pitchers of mimosas and a breakfast martini, which is a real choice, but one we enjoy making.
How to enjoy: Walk-ins only for small groups. Groups of six or more can reserve a table online. Making plans for a big group the day of? Call 415-845-2257.",Rooftop Bar,Lower Nob Hill,Thrillist,,These Rooftop Bars in San Francisco Have Must-See Views,,drink,620 Jones

Archimedes Banya,https://assets3.thrillist.com/v1/image/2975927/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"If you prefer your rooftop bar to be in a Russian bathhouse, then that is very specific, but you’re also in luck. Archimedes Banya is SF’s only authentic Russian bathhouse, where you wander (with clothing or without) among pools, the cold plunge, and saunas to steam and sweat before heading off to the full-service spa where you can get scrubbed and massaged. But this isn’t about spa treatments; it’s about places you can drink on roofs, which is totally something you can also do here. This place has an outdoor rooftop lounge called Zteamer’s with views of SF, the Bay Bridge, and Mount Diablo, lots of sunshine (because: Bayview), wine, beer, and a food menu with caviar, perogies, and borsch. We should probably note that you’ll need to wear a robe at the cafe.
How to enjoy: The full price of admission is required to get in ($47 to $75 depending on how long you want to stay), so it’s probably not worth it unless you’re taking advantage of all of the services. You can walk in to enjoy the facilities, but a reservation is required for packages and services.",Rooftop Bar,Bayview,Thrillist,,These Rooftop Bars in San Francisco Have Must-See Views,,drink,Photo courtesy of Archimedes Banya

Cavaña,https://assets3.thrillist.com/v1/image/3144742/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"San Francisco doesn’t tend to get a lot of new rooftop bars, but when a new one does pop up in the sky, one can be almost sure that it’s atop a new hotel. In the case of Cavaña, that new hotel is LUMA in Mission Bay, but you almost don’t even notice since the indoor-outdoor Latin American cocktail bar has a private elevator to whisk you up 17 floors from the sidewalk. The space is stunning, with many colors and textures inspired by Central and South America, including handmade ceramics, plenty of lush green plants, rattan furniture, and firepits emitting so much heat you can actually sit without a jacket on a chilly night. Of course, the space is only made more beautiful by the SF skyline, including a peek at Oracle Park. The beverage program highlights unique Latin ingredients, like yerba mate, mole, and purple corn, and there are a couple of large format options that serve six to eight people. There are also some tasty snacks, such as the must-order Arepas de Pabellón, to enjoy while you sip and take in the scene.
How to enjoy: Reservations are available on Resy.",Rooftop Bar,Mission Bay,Thrillist,,These Rooftop Bars in San Francisco Have Must-See Views,,drink,Photo courtesy of Cavaña

Dirty Habit,https://assets3.thrillist.com/v1/image/2975921/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"To find this hidden oasis, you’ll need to walk into Hotel Zelos and take the elevator to the fifth floor. There, you’ll walk through the dark and dramatic inside dining area to the fully-heated patio, where you will choose between a table (best for a complete meal) or a cozy couch in the lounge area (ideal for drinks and snacks). Dirty Habit is technically on a roof like some other rooftop spots on this list. Still, it is surrounded by taller buildings, so it’s not about the views but rather about being outside beneath the star-filled sky, enjoying the fresh air. The cocktail list is a mix of exotic and classic drinks with a couple of boilermaker options for when that seems like a good idea, which is probably more often than not. Also, “jelly shots,” which are fun and delicious, especially for a group. The food menu is predominately “snackable” dishes to share, like unbelievably tasty Japanese milk bread served with a kaya jam, hand-cut fries, spiced lamb ribs, and caviar, but there are also heartier dishes if you’re looking for a complete meal. Whichever way you go, just don’t skip the crispy chicken wings. Trust us.
How to enjoy: Reservations are available through OpenTable. The restaurant also accepts walk-ins.",Rooftop Bar,SoMa,Thrillist,,These Rooftop Bars in San Francisco Have Must-See Views,,drink,Photo courtesy of Dirty Habit 

El Techo,https://assets3.thrillist.com/v1/image/2975895/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"This is one of the most popular rooftop bars in San Francisco for a few reasons. First, it’s in the Mission, atop sister restaurant Lolinda, which means there’s often sunshine even when half of the city is awash in fog. Second, there are some pretty expansive city views, meaning you can bask in the sun while looking at all the neighborhoods cloaked in that fog. Third, there are really delicious cocktails (a bunch of which come by the pitcher) and Latin American street food (ceviche, empanadas, fish tacos, etc.) that’s perfect for sharing, making it ideal for groups of friends (or dates, for that matter). Fourth, there’s weekend brunch and a weekday happy hour from 4 pm to 6 pm. And last but definitely not least, El Techo's rooftop has windscreens, heat lamps, and a retractable roof that comes out when necessary, so the rooftop is open rain or shine.
How to enjoy: After years of only accepting walk-ins, you can now make reservations on Yelp.",Rooftop Bar,Mission,Thrillist,Secret,These Rooftop Bars in San Francisco Have Must-See Views,"13 Best Bars In San Francisco, According To Locals",drink,Photo courtesy of El Techo

Fiorella Sunset,https://assets3.thrillist.com/v1/image/3144735/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"The Sunset location of this popular pizza and pasta restaurant is by far our favorite, and it’s not just because it’s the only location with a full bar, although that’s a huge draw. The somewhat secret rooftop deck is perfectly designed for San Francisco’s weather, with a black-and-white striped retractable awning, an abundance of heaters, and just the right amount of charm in the form of hanging plants and strings of twinkling lights. To be clear, you’re not going to this rooftop for amazing views. You’re going for amazing cocktails created by veteran bar director Candice Meierdirk whose drinks you’ve hopefully enjoyed at Evil Eye, Lolinda, and Macondray, and pizza on a cozy patio that just happens to be on a roof. Oh, and did we mention it’s also the only one of the three Fiorella locations to serve weekend brunch?
How to enjoy: Reservations are available through OpenTable. The restaurant also accepts a limited number of walk-ins.",Rooftop Bar,Inner Sunset,Thrillist,,These Rooftop Bars in San Francisco Have Must-See Views,,drink,Photo courtesy of Fiorella Sunset
